"id","sender","subject","body","label","received_at"
"FE-0020","avery.johnson510@example.com","Charts load fast and look great","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-10-04 13:41:00"
"BI-0047","morgan.walker670@company.co","Need receipt with company name and tax ID","I am writing regarding invoice INV-66621 which lists a charge of $582.72 dated 2024-05-11 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-11-03 00:04:00"
"TE-0046","riley.lopez234@example.com","Push notifications not arriving on macOS 14","Our users are unable to log in on Windows 11 using Chrome 124; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-11-17 02:00 without any configuration changes on our end. We have tracked the incident internally as TKT-6068 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-07-06 10:30:00"
"OT-0058","riley.brown331@business.dev","Partnership opportunities with our team","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-07-11 11:32:00"
"BI-0010","reese.allen301@business.dev","Billing cycle and proration issue","I am writing regarding invoice INV-19717 which lists a charge of $291.27 dated 2025-07-28 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2023-01-17 02:17:00"
"OT-0046","morgan.walker507@example.com","Account ownership transfer steps","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2023-09-15 05:44:00"
"BI-0042","cameron.garcia209@example.com","Charge after cancellation for subscription ORD-262240","I am writing regarding invoice INV-69710 which lists a charge of $620.33 dated 2024-10-16 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-03-05 11:49:00"
"FE-0034","morgan.miller684@company.co","Kudos to the docs team - clear examples","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-01-30 09:50:00"
"FE-0038","taylor.brown377@company.co","Onboarding checklist improved our setup time","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-02-28 18:09:00"
"BI-0033","cameron.walker528@company.co","Promotion code not applied to bill","I am writing regarding invoice INV-33759 which lists a charge of $422.58 dated 2024-01-04 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-02-20 06:38:00"
"BI-0052","chris.garcia764@corp.io","Payment captured but order not confirmed ORD-612762","I am writing regarding invoice INV-55932 which lists a charge of $350.42 dated 2024-11-19 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-05-14 17:51:00"
"FE-0048","jordan.lewis139@corp.io","Dark mode contrast suggestions","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-08-30 23:04:00"
"OT-0049","jamie.lee512@business.dev","Account ownership transfer steps","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2025-06-04 01:08:00"
"BI-0039","morgan.lewis484@mail.com","Annual renewal billed early","I am writing regarding invoice INV-47281 which lists a charge of $544.51 dated 2024-09-04 that does not match our subscribed plan. A promotion code was applied at checkout but the discount was not reflected on the final amount. Please reissue the invoice with our legal entity name and tax ID and confirm if a refund is needed for any duplicate charges. If you require payment gateway logs or screenshots, I can provide them immediately.","Billing Issue","2024-06-27 09:30:00"
"FE-0039","jordan.walker540@mail.com","Thanks for the quick response from support","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-03-03 04:31:00"
"FE-0056","avery.miller869@business.dev","Charts load fast and look great","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-01-01 04:56:00"
"FE-0018","drew.garcia731@company.co","Feedback on the new dashboard experience","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2025-01-20 00:23:00"
"TE-0059","morgan.lewis32@business.dev","Push notifications not arriving on iOS 17","Our users are unable to log in on macOS 14 using Safari 17.5; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-01-23 00:52 without any configuration changes on our end. We have tracked the incident internally as TKT-8057 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-12-14 22:20:00"
"OT-0021","cameron.walker218@company.co","Account ownership transfer steps","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-12-29 12:01:00"
"OT-0010","jordan.kim99@business.dev","Inquiry about internship opportunities","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-08-17 11:15:00"
"OT-0006","riley.smith768@example.com","Partnership opportunities with our team","We are exploring partnership and reseller options and would like details on tiers, referral process, and minimum requirements. Please share a link to your latest SLA and uptime metrics and clarify data deletion timelines and ownership transfer procedures. We are also interested in non-profit discounts and would appreciate guidance on eligibility and verification steps. If there are upcoming community events or webinars for partners, kindly include registration instructions.","Other","2024-10-16 15:14:00"
"TE-0021","morgan.johnson115@business.dev","Report data mismatch vs API output","Our users are unable to log in on iOS 17 using Edge 122; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-08-15 18:38 without any configuration changes on our end. We have tracked the incident internally as TKT-9915 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-05-25 08:02:00"
"TE-0002","alex.brown924@business.dev","API 503 when exporting reports","Our users are unable to log in on Android 14 using Safari 17.5; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-09-20 06:12 without any configuration changes on our end. We have tracked the incident internally as TKT-2424 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-01-21 23:07:00"
"TE-0042","reese.smith638@company.co","API 503 when exporting reports","Our users are unable to log in on macOS 14 using Chrome 124; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-08-22 22:50 without any configuration changes on our end. We have tracked the incident internally as TKT-8730 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-05-17 08:44:00"
"FE-0024","chris.lewis776@corp.io","Search accuracy and partial matches","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2025-05-04 11:42:00"
"TE-0022","jamie.kim587@corp.io","API 503 when exporting reports","Our users are unable to log in on Ubuntu 22.04 using Edge 122; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2025-05-27 00:04 without any configuration changes on our end. We have tracked the incident internally as TKT-5308 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2023-04-28 05:36:00"
"TE-0009","quinn.johnson191@business.dev","Dashboard 404 after workspace switch","Our users are unable to log in on Android 14 using Safari 17.5; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2023-06-12 06:26 without any configuration changes on our end. We have tracked the incident internally as TKT-1267 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2024-04-24 01:09:00"
"TE-0048","cameron.kim181@example.com","API 503 when exporting reports","Our users are unable to log in on Ubuntu 22.04 using Firefox 126; the screen freezes or remains blank after submitting credentials. Exporting to CSV intermittently returns an API 503, and this behavior started around 2024-06-10 14:00 without any configuration changes on our end. We have tracked the incident internally as TKT-2031 and can share HAR files and console logs upon request. Single sign-on with Azure AD occasionally loops back to the login screen which suggests a session or redirect issue.","Technical Support","2025-06-26 06:04:00"
"FE-0053","taylor.wilson496@business.dev","Accessibility notes from our QA team","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2023-05-31 15:43:00"
"FE-0002","reese.miller468@mail.com","Charts load fast and look great","The latest release is a clear improvement; the dashboard loads faster and the navigation is far more intuitive for first-time users. Dark mode is helpful though some secondary text could use higher contrast to aid readability in low-light conditions. Keyboard shortcuts for frequent actions and better partial-match search would make power users more productive. Overall onboarding was smoother thanks to the checklist and clearer documentation with actionable examples.","Feedback","2024-05-19 18:07:00"
